"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №175 ул. С. Перовской, 52/2",86.15,3
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №175 ул. С. Перовской, 52/2",88.6,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №55ул.Ленина д.21,86.58,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №55ул.Ленина д.21,84.31,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №100 ул. Транспортная, 46",95.08,3
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №100 ул. Транспортная, 46",102.32,3
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №205ул.Ахметова д.297,95.97,5
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №205ул.Ахметова д.297,103.1,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №86ул.Батырская д.6,95.82,3
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Аптека Фармленд №946ул.Жукова д.3/1  ,97.57,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Аптека Фармленд №946ул.Жукова д.3/1  ,98.17,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №300ул. Шафиева, 28",97.98,1
"Аугментин порошок для приготовления суспензии для приема внутрь 125 мг + 31,25 мг/5 мл","Фармленд №300ул. Шафиева, 28",142.87,2
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №24ул.Рыльского д.13,98.46,1
"Аугментин порошок для приготовления суспензии для приема внутрь 125 мг + 31,25 мг/5 мл",Фармленд №24ул.Рыльского д.13,142.87,2
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №24ул.Рыльского д.13,101.4,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №24ул.Рыльского д.13,102.18,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №230 ул. Р. Зорге, 45",99.08,3
"Аугментин порошок для приготовления суспензии для приема внутрь 125 мг + 31,25 мг/5 мл","Фармленд №230 ул. Р. Зорге, 45",142.88,3
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №231 ул. К. Маркса, 44",99.17,2
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №258ул.Гафури д.50  ,99.17,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Аптека Фармленд №951ул.Романтиков д.1  ,99.18,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №514ул.Первомайская д.98  ,99.18,3
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №514ул.Первомайская д.98  ,102.01,2
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №350ул.Дагестанская д.21  ,99.35,2
"Аугментин порошок для приготовления суспензии для приема внутрь 125 мг + 31,25 мг/5 мл",Фармленд №350ул.Дагестанская д.21  ,142.87,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №224 ул. Первомайская, 23",99.99,0
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Аптека Фармленд №111ул.Цурюпа 79б,100.07,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Аптека Фармленд №111ул.Цурюпа 79б,102.54,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №97 ул. Ухтомского, 17",100.51,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №23пр.Октября 11   ,100.68,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №103ул. А. Королева, 2",102.01,4
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №125 ул. Мубарякова, 10/1",102.01,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту","Фармленд №128ул. З. Валиди, 58",102.01,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №184ул.50 лет СССР   д.50,102.01,2
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №500ул.Менделеева д.128/3,102.01,1
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №229ул.Айская д.72  ,102.03,4
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №10ул.Вологодская д.34,102.6,9
"Амоксициллин суспензия 250 мг/5 мл, 100 мл по рецепту",Фармленд №256пр-кт Октября д.106 ,102.76,2
